order_id,site_id,part_id,request_date,fulfill_date,stockout_flag,qty
71,S001,P001,2025-08-07,2025-08-07,True,2
72,S001,P001,2025-08-08,2025-08-08,True,1
73,S001,P001,2025-08-09,2025-08-09,True,1
74,S001,P001,2025-08-11,2025-08-11,True,1
75,S001,P001,2025-08-12,2025-08-12,True,1
76,S001,P001,2025-08-13,2025-08-13,True,1
77,S001,P001,2025-08-15,2025-08-15,True,1
78,S001,P001,2025-08-16,2025-08-16,True,1
79,S001,P001,2025-08-17,2025-08-17,True,3
80,S001,P001,2025-08-21,2025-08-21,True,3
81,S001,P001,2025-08-22,2025-08-22,True,1
82,S001,P001,2025-08-30,2025-08-30,True,1
83,S001,P001,2025-08-31,2025-08-31,True,1
84,S001,P001,2025-09-01,2025-09-01,True,1
85,S001,P002,2025-03-10,2025-03-10,False,2
86,S001,P002,2025-03-11,2025-03-11,False,1
87,S001,P002,2025-03-12,2025-03-12,False,3
88,S001,P002,2025-03-14,2025-03-14,False,4
89,S001,P002,2025-03-15,2025-03-15,False,3
90,S001,P002,2025-03-16,2025-03-16,False,1
91,S001,P002,2025-03-19,2025-03-19,False,3
92,S001,P002,2025-03-21,2025-03-21,False,2
93,S001,P002,2025-03-22,2025-03-22,False,1
94,S001,P002,2025-03-25,2025-03-25,False,1
95,S001,P002,2025-03-26,2025-03-26,False,3
96,S001,P002,2025-03-28,2025-03-28,False,1
97,S001,P002,2025-03-29,2025-03-29,False,2
98,S001,P002,2025-03-31,2025-03-31,False,1
99,S001,P002,2025-04-04,2025-04-04,False,1
100,S001,P002,2025-04-06,2025-04-06,False,2
101,S001,P002,2025-04-09,2025-04-09,False,1
102,S001,P002,2025-04-10,2025-04-10,False,1
103,S001,P002,2025-04-14,2025-04-14,False,2
104,S001,P002,2025-04-17,2025-04-17,True,1
105,S001,P002,2025-04-20,2025-04-20,True,1
106,S001,P002,2025-04-24,2025-04-24,True,1
107,S001,P002,2025-05-03,2025-05-03,True,1
108,S001,P002,2025-05-04,2025-05-04,True,1
109,S001,P002,2025-05-06,2025-05-06,True,2
110,S001,P002,2025-05-07,2025-05-07,True,1
111,S001,P002,2025-05-09,2025-05-09,True,2
112,S001,P002,2025-05-12,2025-05-12,True,1
113,S001,P002,2025-05-16,2025-05-16,True,1
114,S001,P002,2025-05-21,2025-05-21,True,1
115,S001,P002,2025-05-23,2025-05-23,True,1
116,S001,P002,2025-05-26,2025-05-26,True,2
117,S001,P002,2025-05-28,2025-05-28,True,1
118,S001,P002,2025-06-03,2025-06-03,True,1
119,S001,P002,2025-06-04,2025-06-04,True,1
120,S001,P002,2025-06-05,2025-06-05,True,1
121,S001,P002,2025-06-06,2025-06-06,True,1
122,S001,P002,2025-06-08,2025-06-08,True,1
123,S001,P002,2025-06-10,2025-06-10,True,1
124,S001,P002,2025-06-12,2025-06-12,True,1
125,S001,P002,2025-06-13,2025-06-13,True,1
126,S001,P002,2025-06-17,2025-06-17,True,2
127,S001,P002,2025-06-19,2025-06-19,True,1
128,S001,P002,2025-06-22,2025-06-22,True,2
129,S001,P002,2025-06-23,2025-06-23,True,1
130,S001,P002,2025-06-25,2025-06-25,True,1
131,S001,P002,2025-07-04,2025-07-04,True,1
132,S001,P002,2025-07-05,2025-07-05,True,1
133,S001,P002,2025-07-08,2025-07-08,True,1
134,S001,P002,2025-07-11,2025-07-11,True,1
135,S001,P002,2025-07-12,2025-07-12,True,1
136,S001,P002,2025-07-13,2025-07-13,True,2
137,S001,P002,2025-07-14,2025-07-14,True,1
138,S001,P002,2025-07-17,2025-07-17,True,1
139,S001,P002,2025-07-19,2025-07-19,True,4
140,S001,P002,2025-07-20,2025-07-20,True,1
141,S001,P002,2025-07-21,2025-07-21,True,2
142,S001,P002,2025-07-25,2025-07-25,True,1
143,S001,P002,2025-07-27,2025-07-27,True,1
144,S001,P002,2025-08-03,2025-08-03,True,1
145,S001,P002,2025-08-04,2025-08-04,True,1
146,S001,P002,2025-08-05,2025-08-05,True,1
147,S001,P002,2025-08-07,2025-08-07,True,1
148,S001,P002,2025-08-10,2025-08-10,True,1
149,S001,P002,2025-08-11,2025-08-11,True,3
150,S001,P002,2025-08-13,2025-08-13,True,2
151,S001,P002,2025-08-15,2025-08-15,True,1
152,S001,P002,2025-08-16,2025-08-16,True,2
153,S001,P002,2025-08-19,2025-08-19,True,2
154,S001,P002,2025-08-22,2025-08-22,True,1
155,S001,P002,2025-08-23,2025-08-23,True,2
156,S001,P002,2025-08-28,2025-08-28,True,1
157,S001,P002,2025-08-29,2025-08-29,True,2
158,S001,P002,2025-08-30,2025-08-30,True,1
159,S001,P003,2025-03-10,2025-03-10,True,1
160,S001,P003,2025-03-13,2025-03-13,True,1
161,S001,P003,2025-03-18,2025-03-18,True,1
162,S001,P003,2025-04-03,2025-04-03,True,1
163,S001,P003,2025-04-09,2025-04-09,True,1
164,S001,P003,2025-04-23,2025-04-23,True,1
165,S001,P003,2025-04-26,2025-04-26,True,1
166,S001,P003,2025-04-27,2025-04-27,True,1
167,S001,P003,2025-04-28,2025-04-28,True,1
168,S001,P003,2025-04-29,2025-04-29,True,1
169,S001,P003,2025-04-30,2025-04-30,True,1
170,S001,P003,2025-05-03,2025-05-03,True,1
171,S001,P003,2025-05-14,2025-05-14,True,1
172,S001,P003,2025-05-19,2025-05-19,True,1
173,S001,P003,2025-05-24,2025-05-24,True,1
174,S001,P003,2025-06-03,2025-06-03,True,1
175,S001,P003,2025-06-06,2025-06-06,True,1
176,S001,P003,2025-06-14,2025-06-14,True,1
177,S001,P003,2025-06-22,2025-06-22,True,1
178,S001,P003,2025-06-24,2025-06-24,True,2
179,S001,P003,2025-06-29,2025-06-29,True,1
180,S001,P003,2025-07-15,2025-07-15,True,1
181,S001,P003,2025-07-23,2025-07-23,True,1
182,S001,P003,2025-07-31,2025-07-31,True,1
183,S001,P003,2025-08-07,2025-08-07,True,1
184,S001,P003,2025-08-08,2025-08-08,True,1
185,S001,P003,2025-08-10,2025-08-10,True,1
186,S001,P003,2025-08-13,2025-08-13,True,1
187,S001,P003,2025-08-22,2025-08-22,True,1
188,S001,P003,2025-08-30,2025-08-30,True,2
189,S001,P004,2025-03-16,2025-03-16,False,1
190,S001,P004,2025-03-17,2025-03-17,False,1
191,S001,P004,2025-03-20,2025-03-20,True,1
192,S001,P004,2025-03-21,2025-03-21,True,1
193,S001,P004,2025-03-24,2025-03-24,True,1
194,S001,P004,2025-04-01,2025-04-01,True,1
195,S001,P004,2025-04-02,2025-04-02,True,1
196,S001,P004,2025-04-04,2025-04-04,True,1
197,S001,P004,2025-04-15,2025-04-15,True,1
198,S001,P004,2025-04-23,2025-04-23,True,1
199,S001,P004,2025-04-24,2025-04-24,True,1
200,S001,P004,2025-05-13,2025-05-13,True,1
201,S001,P004,2025-05-15,2025-05-15,True,1
202,S001,P004,2025-06-01,2025-06-01,True,1
203,S001,P004,2025-06-02,2025-06-02,True,1
204,S001,P004,2025-06-04,2025-06-04,True,1
205,S001,P004,2025-06-08,2025-06-08,True,2
206,S001,P004,2025-06-12,2025-06-12,True,1
207,S001,P004,2025-06-22,2025-06-22,True,1
208,S001,P004,2025-07-01,2025-07-01,True,1
209,S001,P004,2025-07-05,2025-07-05,True,1
210,S001,P004,2025-07-10,2025-07-10,True,1
211,S001,P004,2025-07-12,2025-07-12,True,1
212,S001,P004,2025-07-14,2025-07-14,True,1
213,S001,P004,2025-07-15,2025-07-15,True,1
214,S001,P004,2025-07-16,2025-07-16,True,1
215,S001,P004,2025-07-26,2025-07-26,True,1
216,S001,P004,2025-08-02,2025-08-02,True,1
217,S001,P004,2025-08-15,2025-08-15,True,2
218,S001,P005,2025-03-07,2025-03-07,False,1
219,S001,P005,2025-03-10,2025-03-10,False,2
220,S001,P005,2025-03-17,2025-03-17,False,1
221,S001,P005,2025-03-22,2025-03-22,False,1
222,S001,P005,2025-03-23,2025-03-23,True,1
223,S001,P005,2025-04-02,2025-04-02,True,2
224,S001,P005,2025-04-06,2025-04-06,True,1
225,S001,P005,2025-04-18,2025-04-18,True,4
226,S001,P005,2025-04-20,2025-04-20,True,2
227,S001,P005,2025-05-01,2025-05-01,True,1
228,S001,P005,2025-05-06,2025-05-06,True,1
229,S001,P005,2025-05-08,2025-05-08,True,1
230,S001,P005,2025-05-13,2025-05-13,True,1
231,S001,P005,2025-05-14,2025-05-14,True,1
232,S001,P005,2025-05-19,2025-05-19,True,2
233,S001,P005,2025-05-23,2025-05-23,True,1
234,S001,P005,2025-05-24,2025-05-24,True,1
235,S001,P005,2025-06-06,2025-06-06,True,1
236,S001,P005,2025-06-10,2025-06-10,True,1
237,S001,P005,2025-06-16,2025-06-16,True,1
238,S001,P005,2025-06-18,2025-06-18,True,1
239,S001,P005,2025-06-19,2025-06-19,True,1
240,S001,P005,2025-06-26,2025-06-26,True,1
241,S001,P005,2025-07-08,2025-07-08,True,2
242,S001,P005,2025-07-13,2025-07-13,True,1
243,S001,P005,2025-07-18,2025-07-18,True,1
244,S001,P005,2025-07-19,2025-07-19,True,1
245,S001,P005,2025-07-23,2025-07-23,True,1
246,S001,P005,2025-07-24,2025-07-24,True,1
247,S001,P005,2025-07-31,2025-07-31,True,1
248,S001,P005,2025-08-08,2025-08-08,True,1
249,S001,P005,2025-08-21,2025-08-21,True,2
250,S001,P005,2025-08-22,2025-08-22,True,1
251,S001,P005,2025-08-25,2025-08-25,True,1
252,S001,P005,2025-08-26,2025-08-26,True,1
253,S001,P005,2025-08-28,2025-08-28,True,1
254,S001,P005,2025-08-31,2025-08-31,True,1
255,S001,P006,2025-03-06,2025-03-06,False,1
256,S001,P006,2025-03-13,2025-03-13,False,1
257,S001,P006,2025-03-15,2025-03-15,False,1
258,S001,P006,2025-03-16,2025-03-16,False,2
259,S001,P006,2025-03-24,2025-03-24,False,1
260,S001,P006,2025-03-29,2025-03-29,False,1
261,S001,P006,2025-03-31,2025-03-31,False,1
262,S001,P006,2025-04-12,2025-04-12,False,1
263,S001,P006,2025-04-13,2025-04-13,True,1
264,S001,P006,2025-04-25,2025-04-25,True,1
265,S001,P006,2025-04-28,2025-04-28,True,1
266,S001,P006,2025-04-29,2025-04-29,True,1
267,S001,P006,2025-05-01,2025-05-01,True,1
268,S001,P006,2025-05-05,2025-05-05,True,1
269,S001,P006,2025-05-06,2025-05-06,True,1
270,S001,P006,2025-05-10,2025-05-10,True,1
271,S001,P006,2025-05-19,2025-05-19,True,1
272,S001,P006,2025-05-23,2025-05-23,True,1
273,S001,P006,2025-05-26,2025-05-26,True,1
274,S001,P006,2025-06-08,2025-06-08,True,1
275,S001,P006,2025-06-10,2025-06-10,True,1
276,S001,P006,2025-06-11,2025-06-11,True,2
277,S001,P006,2025-06-13,2025-06-13,True,1
278,S001,P006,2025-06-20,2025-06-20,True,1
279,S001,P006,2025-06-30,2025-06-30,True,1
280,S001,P006,2025-07-04,2025-07-04,True,1
281,S001,P006,2025-07-08,2025-07-08,True,1
282,S001,P006,2025-07-11,2025-07-11,True,1
283,S001,P006,2025-07-17,2025-07-17,True,1
284,S001,P006,2025-07-18,2025-07-18,True,1
285,S001,P006,2025-07-19,2025-07-19,True,1
286,S001,P006,2025-07-24,2025-07-24,True,1
287,S001,P006,2025-07-25,2025-07-25,True,1
288,S001,P006,2025-07-26,2025-07-26,True,1
289,S001,P006,2025-07-27,2025-07-27,True,1
290,S001,P006,2025-07-31,2025-07-31,True,1
291,S001,P006,2025-08-02,2025-08-02,True,2
292,S001,P006,2025-08-08,2025-08-08,True,1
293,S001,P006,2025-08-09,2025-08-09,True,1
294,S001,P006,2025-08-10,2025-08-10,True,1
295,S001,P006,2025-08-11,2025-08-11,True,1
296,S001,P006,2025-08-12,2025-08-12,True,2
297,S001,P006,2025-08-13,2025-08-13,True,1
298,S001,P006,2025-08-14,2025-08-14,True,1
299,S001,P006,2025-08-19,2025-08-19,True,1
300,S001,P006,2025-08-20,2025-08-20,True,2
301,S001,P006,2025-08-24,2025-08-24,True,2
302,S001,P006,2025-08-30,2025-08-30,True,1
303,S001,P006,2025-08-31,2025-08-31,True,1
304,S001,P007,2025-03-09,2025-03-09,False,1
305,S001,P007,2025-03-11,2025-03-11,False,1
306,S001,P007,2025-03-14,2025-03-14,False,1
307,S001,P007,2025-03-15,2025-03-15,True,1
308,S001,P007,2025-03-18,2025-03-18,True,1
309,S001,P007,2025-03-22,2025-03-22,True,1
310,S001,P007,2025-03-28,2025-03-28,True,1
311,S001,P007,2025-03-30,2025-03-30,True,1
312,S001,P007,2025-03-31,2025-03-31,True,1
313,S001,P007,2025-04-06,2025-04-06,True,1
314,S001,P007,2025-04-13,2025-04-13,True,1
315,S001,P007,2025-04-28,2025-04-28,True,1
316,S001,P007,2025-05-12,2025-05-12,True,1
317,S001,P007,2025-05-18,2025-05-18,True,1
318,S001,P007,2025-05-23,2025-05-23,True,1
319,S001,P007,2025-06-01,2025-06-01,True,1
320,S001,P007,2025-06-07,2025-06-07,True,1
321,S001,P007,2025-06-13,2025-06-13,True,1
322,S001,P007,2025-06-24,2025-06-24,True,1
323,S001,P007,2025-06-26,2025-06-26,True,1
324,S001,P007,2025-06-30,2025-06-30,True,1
325,S001,P007,2025-07-01,2025-07-01,True,1
326,S001,P007,2025-07-07,2025-07-07,True,1
327,S001,P007,2025-08-02,2025-08-02,True,1
328,S001,P007,2025-08-18,2025-08-18,True,1
329,S001,P007,2025-08-28,2025-08-28,True,1
330,S001,P007,2025-08-29,2025-08-29,True,1
331,S001,P008,2025-03-09,2025-03-09,False,1
332,S001,P008,2025-03-15,2025-03-15,False,1
333,S001,P008,2025-03-18,2025-03-18,False,1
334,S001,P008,2025-04-09,2025-04-09,False,1
335,S001,P008,2025-04-16,2025-04-16,False,1
336,S001,P008,2025-04-29,2025-04-29,False,1
337,S001,P008,2025-05-09,2025-05-09,True,1
338,S001,P008,2025-05-14,2025-05-14,True,1
339,S001,P008,2025-05-29,2025-05-29,True,1
340,S001,P008,2025-06-08,2025-06-08,True,1
341,S001,P008,2025-06-18,2025-06-18,True,1
342,S001,P008,2025-07-01,2025-07-01,True,1
343,S001,P008,2025-07-08,2025-07-08,True,1
344,S001,P008,2025-07-18,2025-07-18,True,1
345,S001,P008,2025-07-26,2025-07-26,True,1
346,S001,P008,2025-07-31,2025-07-31,True,1
347,S001,P008,2025-08-01,2025-08-01,True,1
348,S001,P008,2025-08-03,2025-08-03,True,1
349,S001,P008,2025-08-26,2025-08-26,True,1
350,S001,P008,2025-08-28,2025-08-28,True,1
351,S001,P008,2025-08-29,2025-08-29,True,1
352,S001,P009,2025-03-08,2025-03-08,False,1
353,S001,P009,2025-03-14,2025-03-14,False,1
354,S001,P009,2025-03-17,2025-03-17,False,1
355,S001,P009,2025-03-21,2025-03-21,True,1
356,S001,P009,2025-04-11,2025-04-11,True,1
357,S001,P009,2025-05-02,2025-05-02,True,1
358,S001,P009,2025-05-05,2025-05-05,True,1
359,S001,P009,2025-05-16,2025-05-16,True,1
360,S001,P009,2025-05-22,2025-05-22,True,1
361,S001,P009,2025-06-13,2025-06-13,True,1
362,S001,P009,2025-06-16,2025-06-16,True,1
363,S001,P009,2025-06-19,2025-06-19,True,1
364,S001,P009,2025-06-23,2025-06-23,True,1
365,S001,P009,2025-07-05,2025-07-05,True,1
366,S001,P009,2025-07-06,2025-07-06,True,1
367,S001,P009,2025-07-11,2025-07-11,True,1
368,S001,P009,2025-07-14,2025-07-14,True,1
369,S001,P009,2025-07-19,2025-07-19,True,1
370,S001,P009,2025-07-30,2025-07-30,True,1
371,S001,P010,2025-03-08,2025-03-08,False,1
372,S001,P010,2025-03-09,2025-03-09,False,1
373,S001,P010,2025-03-10,2025-03-10,False,1
374,S001,P010,2025-03-12,2025-03-12,False,2
375,S001,P010,2025-03-13,2025-03-13,False,1
376,S001,P010,2025-03-14,2025-03-14,False,1
377,S001,P010,2025-03-16,2025-03-16,True,1
378,S001,P010,2025-03-17,2025-03-17,True,1
379,S001,P010,2025-03-24,2025-03-24,True,2
380,S001,P010,2025-03-29,2025-03-29,True,1
381,S001,P010,2025-04-03,2025-04-03,True,2
382,S001,P010,2025-04-06,2025-04-06,True,1
383,S001,P010,2025-04-09,2025-04-09,True,1
384,S001,P010,2025-04-11,2025-04-11,True,1
385,S001,P010,2025-04-13,2025-04-13,True,1
386,S001,P010,2025-04-14,2025-04-14,True,1
387,S001,P010,2025-04-20,2025-04-20,True,1
388,S001,P010,2025-04-23,2025-04-23,True,1
389,S001,P010,2025-04-26,2025-04-26,True,1
390,S001,P010,2025-04-30,2025-04-30,True,2
391,S001,P010,2025-05-01,2025-05-01,True,1
392,S001,P010,2025-05-03,2025-05-03,True,1
393,S001,P010,2025-05-04,2025-05-04,True,1
394,S001,P010,2025-05-13,2025-05-13,True,2
395,S001,P010,2025-05-14,2025-05-14,True,1
396,S001,P010,2025-05-15,2025-05-15,True,1
397,S001,P010,2025-05-21,2025-05-21,True,1
398,S001,P010,2025-05-25,2025-05-25,True,1
399,S001,P010,2025-06-05,2025-06-05,True,1
400,S001,P010,2025-06-08,2025-06-08,True,1
401,S001,P010,2025-06-09,2025-06-09,True,2
402,S001,P010,2025-06-15,2025-06-15,True,1
403,S001,P010,2025-06-17,2025-06-17,True,1
404,S001,P010,2025-06-20,2025-06-20,True,1
405,S001,P010,2025-06-24,2025-06-24,True,1
406,S001,P010,2025-06-28,2025-06-28,True,1
407,S001,P010,2025-06-29,2025-06-29,True,1
408,S001,P010,2025-07-02,2025-07-02,True,2
409,S001,P010,2025-07-03,2025-07-03,True,1
410,S001,P010,2025-07-04,2025-07-04,True,2
411,S001,P010,2025-07-12,2025-07-12,True,1
412,S001,P010,2025-07-17,2025-07-17,True,2
413,S001,P010,2025-07-18,2025-07-18,True,1
414,S001,P010,2025-07-26,2025-07-26,True,1
415,S001,P010,2025-08-04,2025-08-04,True,1
416,S001,P010,2025-08-05,2025-08-05,True,1
417,S001,P010,2025-08-06,2025-08-06,True,1
418,S001,P010,2025-08-14,2025-08-14,True,1
419,S001,P010,2025-08-20,2025-08-20,True,1
420,S001,P010,2025-08-21,2025-08-21,True,1
421,S001,P010,2025-08-23,2025-08-23,True,1
422,S001,P010,2025-08-25,2025-08-25,True,2
423,S001,P010,2025-09-01,2025-09-01,True,1
424,S001,P011,2025-03-13,2025-03-13,False,1
425,S001,P011,2025-03-26,2025-03-26,False,2
426,S001,P011,2025-03-28,2025-03-28,False,1
427,S001,P011,2025-03-29,2025-03-29,False,1
428,S001,P011,2025-04-02,2025-04-02,False,1
429,S001,P011,2025-04-12,2025-04-12,False,1
430,S001,P011,2025-04-20,2025-04-20,True,1
431,S001,P011,2025-04-21,2025-04-21,True,1
432,S001,P011,2025-04-25,2025-04-25,True,1
433,S001,P011,2025-04-29,2025-04-29,True,1
434,S001,P011,2025-05-02,2025-05-02,True,1
435,S001,P011,2025-05-04,2025-05-04,True,1
436,S001,P011,2025-05-12,2025-05-12,True,1
437,S001,P011,2025-05-13,2025-05-13,True,1
438,S001,P011,2025-05-24,2025-05-24,True,1
439,S001,P011,2025-05-28,2025-05-28,True,1
440,S001,P011,2025-06-02,2025-06-02,True,1
441,S001,P011,2025-06-22,2025-06-22,True,1
442,S001,P011,2025-06-23,2025-06-23,True,1
443,S001,P011,2025-06-25,2025-06-25,True,1
444,S001,P011,2025-07-11,2025-07-11,True,1
445,S001,P011,2025-07-26,2025-07-26,True,1
446,S001,P011,2025-07-27,2025-07-27,True,1
447,S001,P011,2025-07-28,2025-07-28,True,1
448,S001,P011,2025-07-31,2025-07-31,True,1
449,S001,P011,2025-08-01,2025-08-01,True,1
450,S001,P011,2025-08-10,2025-08-10,True,1
451,S001,P011,2025-08-17,2025-08-17,True,1
452,S001,P012,2025-03-08,2025-03-08,False,1
453,S001,P012,2025-03-09,2025-03-09,True,1
454,S001,P012,2025-03-10,2025-03-10,True,1
455,S001,P012,2025-03-12,2025-03-12,True,1
456,S001,P012,2025-03-21,2025-03-21,True,1
457,S001,P012,2025-03-23,2025-03-23,True,1
458,S001,P012,2025-03-26,2025-03-26,True,1
459,S001,P012,2025-03-27,2025-03-27,True,1
460,S001,P012,2025-04-01,2025-04-01,True,1
461,S001,P012,2025-04-02,2025-04-02,True,1
462,S001,P012,2025-04-05,2025-04-05,True,1
463,S001,P012,2025-04-09,2025-04-09,True,2
464,S001,P012,2025-04-13,2025-04-13,True,1
465,S001,P012,2025-04-15,2025-04-15,True,1
466,S001,P012,2025-04-16,2025-04-16,True,1
467,S001,P012,2025-04-18,2025-04-18,True,1
468,S001,P012,2025-04-24,2025-04-24,True,1
469,S001,P012,2025-04-26,2025-04-26,True,1
470,S001,P012,2025-05-03,2025-05-03,True,1
471,S001,P012,2025-05-08,2025-05-08,True,2
472,S001,P012,2025-05-09,2025-05-09,True,1
473,S001,P012,2025-05-10,2025-05-10,True,1
474,S001,P012,2025-05-17,2025-05-17,True,1
475,S001,P012,2025-05-21,2025-05-21,True,1
476,S001,P012,2025-05-24,2025-05-24,True,1
477,S001,P012,2025-05-25,2025-05-25,True,1
478,S001,P012,2025-05-26,2025-05-26,True,1
479,S001,P012,2025-05-28,2025-05-28,True,1
480,S001,P012,2025-06-03,2025-06-03,True,1
481,S001,P012,2025-06-04,2025-06-04,True,2
482,S001,P012,2025-06-10,2025-06-10,True,1
483,S001,P012,2025-06-13,2025-06-13,True,2
484,S001,P012,2025-06-16,2025-06-16,True,1
485,S001,P012,2025-06-17,2025-06-17,True,1
486,S001,P012,2025-06-21,2025-06-21,True,1
487,S001,P012,2025-06-24,2025-06-24,True,1
488,S001,P012,2025-06-25,2025-06-25,True,1
489,S001,P012,2025-06-26,2025-06-26,True,1
490,S001,P012,2025-07-03,2025-07-03,True,1
491,S001,P012,2025-07-07,2025-07-07,True,1
492,S001,P012,2025-07-10,2025-07-10,True,2
493,S001,P012,2025-07-12,2025-07-12,True,1
494,S001,P012,2025-07-16,2025-07-16,True,1
495,S001,P012,2025-07-17,2025-07-17,True,1
496,S001,P012,2025-07-18,2025-07-18,True,1
497,S001,P012,2025-07-21,2025-07-21,True,1
498,S001,P012,2025-07-23,2025-07-23,True,1
499,S001,P012,2025-07-27,2025-07-27,True,1
500,S001,P012,2025-07-28,2025-07-28,True,2
501,S001,P012,2025-08-03,2025-08-03,True,1
502,S001,P012,2025-08-05,2025-08-05,True,3
503,S001,P012,2025-08-09,2025-08-09,True,1
504,S001,P012,2025-08-21,2025-08-21,True,3
505,S001,P012,2025-08-22,2025-08-22,True,1
506,S001,P012,2025-08-27,2025-08-27,True,2
507,S001,P012,2025-08-30,2025-08-30,True,3
508,S001,P012,2025-08-31,2025-08-31,True,1
509,S001,P013,2025-03-12,2025-03-12,False,1
510,S001,P013,2025-03-13,2025-03-13,False,1
511,S001,P013,2025-03-14,2025-03-14,False,1
512,S001,P013,2025-03-18,2025-03-18,False,1
513,S001,P013,2025-03-25,2025-03-25,True,1
514,S001,P013,2025-04-02,2025-04-02,True,1
515,S001,P013,2025-04-07,2025-04-07,True,2
516,S001,P013,2025-04-09,2025-04-09,True,1
517,S001,P013,2025-04-16,2025-04-16,True,1
518,S001,P013,2025-04-18,2025-04-18,True,1
519,S001,P013,2025-04-25,2025-04-25,True,1
520,S001,P013,2025-05-03,2025-05-03,True,1
521,S001,P013,2025-05-06,2025-05-06,True,1
522,S001,P013,2025-05-08,2025-05-08,True,1
523,S001,P013,2025-05-22,2025-05-22,True,1
524,S001,P013,2025-05-23,2025-05-23,True,1
525,S001,P013,2025-06-05,2025-06-05,True,1
526,S001,P013,2025-07-08,2025-07-08,True,1
527,S001,P013,2025-07-13,2025-07-13,True,1
528,S001,P013,2025-07-28,2025-07-28,True,1
529,S001,P013,2025-07-31,2025-07-31,True,1
530,S001,P013,2025-08-02,2025-08-02,True,1
531,S001,P013,2025-08-07,2025-08-07,True,1
532,S001,P013,2025-08-13,2025-08-13,True,1
533,S001,P013,2025-08-15,2025-08-15,True,1
534,S001,P013,2025-08-24,2025-08-24,True,1
535,S001,P013,2025-09-01,2025-09-01,True,1
