part_id,region,failure_date
P001,North,2022-04-20
P001,North,2022-04-23
P001,North,2022-05-03
P001,North,2022-05-04
P001,North,2022-05-08
P001,North,2022-05-31
P001,North,2022-06-15
P001,North,2022-06-19
P001,North,2022-06-20
P001,North,2022-06-22
P001,North,2022-06-25
P001,North,2022-07-02
P001,North,2022-07-06
P001,North,2022-07-15
P001,North,2022-07-17
P001,North,2022-07-19
P001,North,2022-08-19
P001,North,2022-08-24
P001,North,2022-08-30
P001,North,2022-09-17
P001,North,2022-10-14
P001,North,2022-10-30
P001,North,2022-11-04
P001,North,2022-11-17
P001,North,2022-11-17
P001,North,2022-11-21
P001,North,2023-01-14
P001,North,2023-01-21
P001,North,2023-01-24
P001,North,2023-02-13
P001,North,2023-02-23
P001,North,2023-03-16
P001,North,2023-05-06
P001,North,2023-05-09
P001,North,2023-05-14
P001,North,2023-05-24
P001,North,2023-06-04
P001,North,2023-06-18
P001,North,2023-07-07
P001,North,2023-08-06
P001,North,2023-08-15
P001,North,2023-08-19
P001,North,2023-09-03
P001,North,2023-09-07
P001,North,2023-09-15
P001,North,2023-09-25
P001,North,2023-10-07
P001,North,2023-10-23
P001,North,2023-10-31
P001,North,2023-11-19
P001,North,2023-11-26
P001,North,2023-12-02
P001,North,2023-12-07
P001,North,2023-12-08
P001,North,2023-12-23
P001,North,2023-12-25
P001,North,2023-12-26
P001,North,2023-12-29
P001,North,2024-01-01
P001,North,2024-01-16
P001,North,2024-02-06
P001,North,2024-02-08
P001,North,2024-02-16
P001,North,2024-02-28
P001,North,2024-03-15
P001,North,2024-03-18
P001,North,2024-03-20
P001,North,2024-03-28
P001,North,2024-05-04
P001,North,2024-06-15
P001,North,2024-06-18
P001,North,2024-06-26
P001,North,2024-07-01
P001,North,2024-07-01
P001,North,2024-07-10
P001,North,2024-07-15
P001,North,2024-07-28
P001,North,2024-08-12
P001,North,2024-08-21
P001,North,2024-08-22
P001,North,2024-09-14
P001,North,2024-10-24
P001,North,2024-11-13
P001,North,2024-11-30
P001,North,2024-12-26
P001,North,2025-01-10
P001,North,2025-01-17
P001,North,2025-01-23
P001,North,2025-01-25
P001,North,2025-02-03
P001,North,2025-03-01
P001,North,2025-03-02
P001,North,2025-03-03
P001,North,2025-03-10
P001,North,2025-03-15
P001,North,2025-03-15
P001,North,2025-03-18
P001,North,2025-04-18
P001,North,2025-06-05
P001,North,2025-06-15
P001,North,2025-06-21
P001,North,2025-06-22
P001,North,2025-07-17
P001,North,2025-07-28
P001,North,2025-07-28
P001,North,2025-08-14
P001,North,2025-08-15
P001,North,2025-08-25
P002,North,2019-01-06
P002,North,2019-01-27
P002,North,2019-02-23
P002,North,2019-02-23
P002,North,2019-03-01
P002,North,2019-04-22
P002,North,2019-04-27
P002,North,2019-05-11
P002,North,2019-05-21
P002,North,2019-06-09
P002,North,2019-06-11
P002,North,2019-07-18
P002,North,2019-07-30
P002,North,2019-08-17
P002,North,2019-08-31
P002,North,2019-09-05
P002,North,2019-09-05
P002,North,2019-09-13
P002,North,2019-10-16
P002,North,2019-10-18
P002,North,2019-11-08
P002,North,2019-12-14
P002,North,2019-12-14
P002,North,2019-12-25
P002,North,2019-12-31
P002,North,2020-01-10
P002,North,2020-01-26
P002,North,2020-01-26
P002,North,2020-01-26
P002,North,2020-02-04
P002,North,2020-02-06
P002,North,2020-02-24
P002,North,2020-03-05
P002,North,2020-03-22
P002,North,2020-04-11
P002,North,2020-04-13
P002,North,2020-04-14
P002,North,2020-04-26
P002,North,2020-05-16
P002,North,2020-05-26
P002,North,2020-06-28
P002,North,2020-07-20
P002,North,2020-07-25
P002,North,2020-07-30
P002,North,2020-08-11
P002,North,2020-08-12
P002,North,2020-08-17
P002,North,2020-08-29
P002,North,2020-09-10
P002,North,2020-09-16
P002,North,2020-11-21
P002,North,2020-12-28
P002,North,2020-12-29
P002,North,2021-01-10
P002,North,2021-01-19
P002,North,2021-02-01
P002,North,2021-02-03
P002,North,2021-02-04
P002,North,2021-03-07
P002,North,2021-03-25
P002,North,2021-04-29
P002,North,2021-04-30
P002,North,2021-05-11
P002,North,2021-05-22
P002,North,2021-05-26
P002,North,2021-06-07
P002,North,2021-06-10
P002,North,2021-06-27
P002,North,2021-06-29
P002,North,2021-07-18
P002,North,2021-07-19
P002,North,2021-07-24
P002,North,2021-07-25
P002,North,2021-09-13
P002,North,2021-09-17
P002,North,2021-09-25
P002,North,2021-09-26
P002,North,2021-10-04
P002,North,2021-10-17
P002,North,2021-10-28
P002,North,2021-11-05
P002,North,2021-11-22
P002,North,2021-11-29
P002,North,2021-12-04
P002,North,2022-01-02
P002,North,2022-01-10
P002,North,2022-01-10
P002,North,2022-01-19
P002,North,2022-01-20
P002,North,2022-02-20
P002,North,2022-02-25
P002,North,2022-02-28
P002,North,2022-03-04
P002,North,2022-04-11
P002,North,2022-04-17
P002,North,2022-04-19
P002,North,2022-04-24
P002,North,2022-04-25
P002,North,2022-05-09
P002,North,2022-05-14
P002,North,2022-05-18
P002,North,2022-05-21
P002,North,2022-05-25
P002,North,2022-05-29
P002,North,2022-06-07
P002,North,2022-06-08
P002,North,2022-06-10
P002,North,2022-06-25
P002,North,2022-07-10
P002,North,2022-07-17
P002,North,2022-07-28
P002,North,2022-09-01
P002,North,2022-09-04
P002,North,2022-09-22
P002,North,2022-10-07
P002,North,2022-10-09
P002,North,2022-10-29
P002,North,2022-11-12
P002,North,2022-12-03
P002,North,2022-12-04
P002,North,2022-12-15
P002,North,2022-12-22
P002,North,2023-01-17
P002,North,2023-01-28
P002,North,2023-02-04
P002,North,2023-04-05
P002,North,2023-04-09
P002,North,2023-05-03
P002,North,2023-05-21
P002,North,2023-05-25
P002,North,2023-06-07
P002,North,2023-07-18
P002,North,2023-07-25
P002,North,2023-08-24
P002,North,2023-08-27
P002,North,2023-08-30
P002,North,2023-09-13
P002,North,2023-10-02
P002,North,2023-10-04
P002,North,2024-01-13
P002,North,2024-01-22
P002,North,2024-02-08
P002,North,2024-02-27
P002,North,2024-05-01
P002,North,2024-05-06
P002,North,2024-05-11
P002,North,2024-05-12
P002,North,2024-06-05
P002,North,2024-06-09
P002,North,2024-06-11
P002,North,2024-06-13
P002,North,2024-06-17
P002,North,2024-06-26
P002,North,2024-07-13
P002,North,2024-07-18
P002,North,2024-07-25
P002,North,2024-08-08
P002,North,2024-08-14
P002,North,2024-09-10
P002,North,2024-10-10
P002,North,2024-10-12
P002,North,2024-11-01
P002,North,2024-11-17
P002,North,2024-11-25
P002,North,2024-12-01
P002,North,2024-12-02
P002,North,2024-12-06
P002,North,2025-01-03
P002,North,2025-01-15
P002,North,2025-02-10
P002,North,2025-02-13
P002,North,2025-02-17
P002,North,2025-02-23
P002,North,2025-03-26
P002,North,2025-04-03
P002,North,2025-04-09
P002,North,2025-06-09
P002,North,2025-06-18
P002,North,2025-07-07
P002,North,2025-07-08
P002,North,2025-07-15
P002,North,2025-07-19
P002,North,2025-07-24
P002,North,2025-07-26
P002,North,2025-08-06
P003,North,2019-03-03
P003,North,2019-03-13
P003,North,2019-04-20
P003,North,2019-06-06
P003,North,2019-08-10
P003,North,2019-09-28
P003,North,2019-10-13
P003,North,2019-11-07
P003,North,2019-11-25
P003,North,2020-01-05
P003,North,2020-01-07
P003,North,2020-01-26
P003,North,2020-03-06
P003,North,2020-03-19
P003,North,2020-08-07
P003,North,2020-09-14
P003,North,2020-10-02
P003,North,2020-11-08
P003,North,2020-11-25
P003,North,2021-03-23
P003,North,2021-05-06
P003,North,2021-05-13
P003,North,2021-06-17
P003,North,2021-07-01
P003,North,2021-07-25
P003,North,2021-08-12
P003,North,2021-08-15
P003,North,2021-10-17
P003,North,2021-10-23
P003,North,2021-11-17
P003,North,2021-12-03
P003,North,2022-02-04
P003,North,2022-02-23
P003,North,2022-07-21
P003,North,2023-01-12
P003,North,2023-02-16
P003,North,2023-04-08
P003,North,2023-05-22
P003,North,2023-07-11
P003,North,2023-11-11
P003,North,2023-12-02
P003,North,2024-01-03
P003,North,2024-01-08
P003,North,2024-01-25
P003,North,2024-02-02
P003,North,2024-06-13
P003,North,2024-11-15
P003,North,2024-11-17
P003,North,2025-01-10
P003,North,2025-01-30
P003,North,2025-03-21
P003,North,2025-04-03
P003,North,2025-04-10
P003,North,2025-04-18
P003,North,2025-04-28
P003,North,2025-07-01
P003,North,2025-08-21
P004,North,2019-03-13
P004,North,2019-04-08
P004,North,2019-07-05
P004,North,2019-07-22
P004,North,2019-11-18
P004,North,2019-11-28
P004,North,2019-12-08
P004,North,2020-03-14
P004,North,2020-04-08
P004,North,2020-07-18
P004,North,2020-07-23
P004,North,2020-09-15
P004,North,2020-09-21
P004,North,2020-10-03
P004,North,2020-11-22
P004,North,2020-12-28
P004,North,2021-01-05
P004,North,2021-03-03
P004,North,2021-03-03
P004,North,2021-03-12
P004,North,2021-05-29
P004,North,2021-08-12
P004,North,2021-09-04
P004,North,2021-09-05
P004,North,2021-11-24
P004,North,2021-11-24
P004,North,2021-12-20
P004,North,2022-02-11
P004,North,2022-02-27
P004,North,2022-06-09
P004,North,2022-07-03
P004,North,2022-07-15
P004,North,2022-08-23
P004,North,2022-08-30
P004,North,2022-11-22
P004,North,2022-12-25
P004,North,2023-03-12
P004,North,2023-05-05
P004,North,2023-06-13
P004,North,2023-06-14
P004,North,2023-12-23
P004,North,2024-01-12
P004,North,2024-02-06
P004,North,2024-02-29
P004,North,2024-03-06
P004,North,2024-03-12
P004,North,2024-04-24
P004,North,2024-05-10
P004,North,2024-05-29
P004,North,2024-06-03
P004,North,2024-06-06
P004,North,2024-07-02
P004,North,2024-07-31
P004,North,2024-08-10
P004,North,2024-09-22
P004,North,2024-12-28
P004,North,2025-01-27
P004,North,2025-02-26
P004,North,2025-02-26
P004,North,2025-03-23
P004,North,2025-07-13
P004,North,2025-07-14
P004,North,2025-07-26
P004,North,2025-08-08
P005,North,2019-01-08
P005,North,2019-01-10
P005,North,2019-01-11
P005,North,2019-01-30
P005,North,2019-03-14
P005,North,2019-05-19
P005,North,2019-06-02
P005,North,2019-06-13
P005,North,2019-06-18
P005,North,2019-06-26
P005,North,2019-06-29
P005,North,2019-08-18
P005,North,2019-10-17
P005,North,2019-12-04
P005,North,2020-01-05
P005,North,2020-01-26
P005,North,2020-01-30
P005,North,2020-03-02
P005,North,2020-06-21
P005,North,2020-06-28
P005,North,2020-07-29
P005,North,2020-09-15
P005,North,2020-12-20
P005,North,2021-01-15
P005,North,2021-02-11
P005,North,2021-03-14
P005,North,2021-03-26
P005,North,2021-04-14
P005,North,2021-04-18
P005,North,2021-04-25
P005,North,2021-05-05
P005,North,2021-05-15
P005,North,2021-07-03
P005,North,2021-07-04
P005,North,2021-07-21
P005,North,2021-08-12
P005,North,2021-09-17
P005,North,2021-09-18
P005,North,2021-10-22
P005,North,2021-12-04
P005,North,2021-12-24
P005,North,2022-01-12
P005,North,2022-02-12
P005,North,2022-04-04
P005,North,2022-05-30
P005,North,2022-07-12
P005,North,2022-08-15
P005,North,2022-08-19
P005,North,2022-08-21
P005,North,2022-09-21
P005,North,2022-10-16
P005,North,2022-11-21
P005,North,2022-12-22
P005,North,2023-02-06
P005,North,2023-03-03
P005,North,2023-07-11
P005,North,2023-07-14
P005,North,2023-08-19
P005,North,2023-08-22
P005,North,2023-10-04
P005,North,2023-10-18
P005,North,2024-01-29
P005,North,2024-03-13
P005,North,2024-04-25
P005,North,2024-05-22
P005,North,2024-07-17
P005,North,2024-07-31
P005,North,2024-09-16
P005,North,2024-10-10
P005,North,2024-12-31
P005,North,2025-03-03
P005,North,2025-03-12
P005,North,2025-03-15
P005,North,2025-04-25
P005,North,2025-05-10
P005,North,2025-05-19
P005,North,2025-05-29
P005,North,2025-06-06
P005,North,2025-07-04
P005,North,2025-07-22
P005,North,2025-07-23
P006,North,2019-01-01
P006,North,2019-01-10
P006,North,2019-02-20
P006,North,2019-03-01
P006,North,2019-04-13
P006,North,2019-05-21
P006,North,2019-05-27
P006,North,2019-05-29
P006,North,2019-06-25
P006,North,2019-06-29
P006,North,2019-06-30
P006,North,2019-07-03
P006,North,2019-08-20
P006,North,2019-09-29
P006,North,2019-10-18
P006,North,2020-01-25
P006,North,2020-02-24
P006,North,2020-03-22
P006,North,2020-04-20
P006,North,2020-06-19
P006,North,2020-07-14
P006,North,2020-07-17
P006,North,2020-10-28
P006,North,2020-11-20
P006,North,2021-03-03
P006,North,2021-03-11
P006,North,2021-05-10
P006,North,2021-05-13
P006,North,2021-05-20
P006,North,2021-07-22
P006,North,2021-08-04
P006,North,2021-08-15
P006,North,2021-08-21
P006,North,2021-09-28
P006,North,2021-10-11
P006,North,2021-10-14
P006,North,2021-10-21
P006,North,2021-11-15
P006,North,2021-11-25
P006,North,2021-12-14
P006,North,2022-03-23
P006,North,2022-03-26
P006,North,2022-04-06
P006,North,2022-05-10
P006,North,2022-07-23
P006,North,2022-08-26
P006,North,2022-09-16
P006,North,2022-09-23
P006,North,2022-10-08
P006,North,2023-01-09
P006,North,2023-01-18
P006,North,2023-03-25
P006,North,2023-05-19
P006,North,2023-07-05
P006,North,2023-07-25
P006,North,2023-07-27
P006,North,2023-07-28
P006,North,2023-08-10
P006,North,2023-08-11
P006,North,2023-09-14
P006,North,2023-09-17
P006,North,2023-11-27
P006,North,2024-03-23
P006,North,2024-06-20
P006,North,2024-08-02
P006,North,2024-08-17
P006,North,2024-08-28
P006,North,2024-08-28
P006,North,2024-10-31
P006,North,2025-01-27
P006,North,2025-02-26
P006,North,2025-02-26
P006,North,2025-05-21
P007,North,2019-03-12
P007,North,2019-03-15
P007,North,2019-05-24
P007,North,2019-09-01
P007,North,2019-09-17
P007,North,2019-09-29
P007,North,2019-10-19
P007,North,2019-11-27
P007,North,2019-12-18
P007,North,2020-01-17
P007,North,2020-03-10
P007,North,2020-03-23
P007,North,2020-05-23
P007,North,2020-09-17
P007,North,2020-11-01
P007,North,2020-12-11
P007,North,2020-12-14
P007,North,2021-01-12
P007,North,2021-05-17
P007,North,2021-05-28
P007,North,2021-12-22
P007,North,2022-04-20
P007,North,2022-08-29
P007,North,2022-09-08
P007,North,2022-12-26
P007,North,2023-02-24
P007,North,2023-04-18
P007,North,2023-05-18
P007,North,2023-05-23
P007,North,2023-06-16
P007,North,2023-06-23
P007,North,2023-07-29
P007,North,2023-08-02
P007,North,2023-09-04
P007,North,2023-09-18
P007,North,2023-10-12
P007,North,2023-10-19
P007,North,2023-11-08
P007,North,2024-01-14
P007,North,2024-01-23
P007,North,2024-01-28
P007,North,2024-04-27
P007,North,2024-05-22
P007,North,2024-07-14
P007,North,2024-07-17
P007,North,2024-07-19
P007,North,2024-09-20
P007,North,2024-09-29
P007,North,2024-10-03
P007,North,2024-12-31
P007,North,2025-05-23
P007,North,2025-05-28
P008,North,2019-02-18
P008,North,2019-03-31
P008,North,2019-04-08
P008,North,2019-06-19
P008,North,2019-07-01
P008,North,2019-09-03
P008,North,2019-09-10
P008,North,2019-09-25
P008,North,2019-10-24
P008,North,2019-11-13
P008,North,2019-12-08
P008,North,2019-12-11
P008,North,2019-12-12
P008,North,2020-01-03
P008,North,2020-01-20
P008,North,2020-01-30
P008,North,2020-04-20
P008,North,2020-04-28
P008,North,2020-06-13
P008,North,2020-06-25
P008,North,2020-07-07
P008,North,2020-07-18
P008,North,2020-08-01
P008,North,2020-08-21
P008,North,2020-08-22
P008,North,2020-09-22
P008,North,2020-10-28
P008,North,2020-10-28
P008,North,2020-11-06
P008,North,2021-01-16
P008,North,2021-01-21
P008,North,2021-02-08
P008,North,2021-02-09
P008,North,2021-02-25
P008,North,2021-04-01
P008,North,2021-06-06
P008,North,2021-06-07
P008,North,2021-06-20
P008,North,2021-07-20
P008,North,2021-10-24
P008,North,2021-10-30
P008,North,2021-11-23
P008,North,2021-11-30
P008,North,2021-12-05
P008,North,2022-01-01
P008,North,2022-01-02
P008,North,2022-02-24
P008,North,2022-02-28
P008,North,2022-03-26
P008,North,2022-04-05
P008,North,2022-04-10
P008,North,2022-04-12
P008,North,2022-04-15
P008,North,2022-06-06
P008,North,2022-06-10
P008,North,2022-08-11
P008,North,2022-10-06
P008,North,2022-11-03
P008,North,2022-12-01
P008,North,2022-12-26
P008,North,2023-01-09
P008,North,2023-01-27
P008,North,2023-02-03
P008,North,2023-02-26
P008,North,2023-03-15
P008,North,2023-03-20
P008,North,2023-04-01
P008,North,2023-04-15
P008,North,2023-04-30
P008,North,2023-05-15
P008,North,2023-06-26
P008,North,2023-07-06
P008,North,2023-07-08
P008,North,2023-07-09
P008,North,2023-07-19
P008,North,2023-08-28
P008,North,2023-09-27
P008,North,2023-10-22
P008,North,2023-11-24
P008,North,2023-11-28
P008,North,2023-12-08
P008,North,2023-12-30
P008,North,2024-01-04
P008,North,2024-01-11
P008,North,2024-01-22
P008,North,2024-01-28
P008,North,2024-02-11
P008,North,2024-03-01
P008,North,2024-03-30
P008,North,2024-04-01
P008,North,2024-04-27
P008,North,2024-06-03
P008,North,2024-06-16
P008,North,2024-06-21
P008,North,2024-08-14
P008,North,2024-09-25
P008,North,2024-10-02
P008,North,2024-11-04
P008,North,2024-11-29
P008,North,2024-12-31
P008,North,2025-01-07
P008,North,2025-03-02
P008,North,2025-03-10
P008,North,2025-03-15
P008,North,2025-04-09
P008,North,2025-04-22
P008,North,2025-04-26
P008,North,2025-04-29
P008,North,2025-05-02
P008,North,2025-07-01
P008,North,2025-08-23
P008,North,2025-08-26
P009,North,2019-01-05
P009,North,2019-01-11
P009,North,2019-03-01
P009,North,2019-03-06
P009,North,2019-03-07
P009,North,2019-07-31
P009,North,2019-07-31
P009,North,2019-08-29
P009,North,2019-10-12
P009,North,2019-12-12
P009,North,2019-12-24
P009,North,2020-02-02
P009,North,2020-02-06
P009,North,2020-02-15
P009,North,2020-04-09
P009,North,2020-05-30
P009,North,2020-08-31
P009,North,2020-10-07
P009,North,2020-10-27
P009,North,2020-11-25
P009,North,2020-12-29
P009,North,2021-02-26
P009,North,2021-03-23
P009,North,2021-07-04
P009,North,2021-07-07
P009,North,2021-10-06
P009,North,2021-10-11
P009,North,2021-10-21
P009,North,2021-12-01
P009,North,2021-12-07
P009,North,2022-01-17
P009,North,2022-01-31
P009,North,2022-03-05
P009,North,2022-05-23
P009,North,2022-09-17
P009,North,2022-11-22
P009,North,2022-12-20
P009,North,2023-04-21
P009,North,2023-05-16
P009,North,2023-08-11
P009,North,2024-01-27
P009,North,2024-02-03
P009,North,2024-06-02
P009,North,2024-08-12
P009,North,2024-11-03
P009,North,2025-02-02
P009,North,2025-02-19
P009,North,2025-04-26
P009,North,2025-07-29
P010,North,2019-01-10
P010,North,2019-01-13
P010,North,2019-01-27
P010,North,2019-02-08
P010,North,2019-02-10
P010,North,2019-02-18
P010,North,2019-03-07
P010,North,2019-03-20
P010,North,2019-03-21
P010,North,2019-04-02
P010,North,2019-04-24
P010,North,2019-05-01
P010,North,2019-05-08
P010,North,2019-05-19
P010,North,2019-05-21
P010,North,2019-06-04
P010,North,2019-06-06
P010,North,2019-06-27
P010,North,2019-07-14
P010,North,2019-07-15
P010,North,2019-09-08
P010,North,2019-10-01
P010,North,2019-10-13
P010,North,2019-10-29
P010,North,2019-11-02
P010,North,2019-11-15
P010,North,2019-12-11
P010,North,2019-12-20
P010,North,2019-12-24
P010,North,2020-01-18
P010,North,2020-01-26
P010,North,2020-02-20
P010,North,2020-02-20
P010,North,2020-02-22
P010,North,2020-02-25
P010,North,2020-03-06
P010,North,2020-03-07
P010,North,2020-03-12
P010,North,2020-04-22
P010,North,2020-05-26
P010,North,2020-06-10
P010,North,2020-07-03
P010,North,2020-07-03
P010,North,2020-07-16
P010,North,2020-07-20
P010,North,2020-07-22
P010,North,2020-07-27
P010,North,2020-08-12
P010,North,2020-08-18
P010,North,2020-08-23
P010,North,2020-09-20
P010,North,2020-09-27
P010,North,2020-10-10
P010,North,2020-10-29
P010,North,2020-11-09
P010,North,2020-11-10
P010,North,2020-12-22
P010,North,2021-01-05
P010,North,2021-03-21
P010,North,2021-03-24
P010,North,2021-03-31
P010,North,2021-04-09
P010,North,2021-05-28
P010,North,2021-05-30
P010,North,2021-06-04
P010,North,2021-06-15
P010,North,2021-07-03
P010,North,2021-07-21
P010,North,2021-08-19
P010,North,2021-09-06
P010,North,2021-09-07
P010,North,2021-09-09
P010,North,2021-09-25
P010,North,2021-11-11
P010,North,2021-11-12
P010,North,2021-11-13
P010,North,2021-12-22
P010,North,2022-01-14
P010,North,2022-01-15
P010,North,2022-01-28
P010,North,2022-01-30
P010,North,2022-02-03
P010,North,2022-02-23
P010,North,2022-03-06
P010,North,2022-03-15
P010,North,2022-03-15
P010,North,2022-03-22
P010,North,2022-03-29
P010,North,2022-04-09
P010,North,2022-04-13
P010,North,2022-04-13
P010,North,2022-04-20
P010,North,2022-04-21
P010,North,2022-04-24
P010,North,2022-04-25
P010,North,2022-05-15
P010,North,2022-05-25
P010,North,2022-05-25
P010,North,2022-06-29
P010,North,2022-07-06
P010,North,2022-07-09
P010,North,2022-07-15
P010,North,2022-07-19
P010,North,2022-08-01
P010,North,2022-08-01
P010,North,2022-08-12
P010,North,2022-08-25
P010,North,2022-09-18
P010,North,2022-09-21
P010,North,2022-10-01
P010,North,2022-10-10
P010,North,2022-10-12
P010,North,2022-10-19
P010,North,2022-11-16
P010,North,2022-12-13
P010,North,2022-12-20
P010,North,2023-01-09
P010,North,2023-02-18
P010,North,2023-02-22
P010,North,2023-03-07
P010,North,2023-03-21
P010,North,2023-03-25
P010,North,2023-04-18
P010,North,2023-05-01
P010,North,2023-05-29
P010,North,2023-06-24
P010,North,2023-07-03
P010,North,2023-07-19
P010,North,2023-07-20
P010,North,2023-08-31
P010,North,2023-09-07
P010,North,2023-09-12
P010,North,2023-09-16
P010,North,2023-09-22
P010,North,2023-10-01
P010,North,2023-10-10
P010,North,2023-10-16
P010,North,2023-10-22
P010,North,2023-10-31
P010,North,2023-11-13
P010,North,2023-11-15
P010,North,2023-11-26
P010,North,2024-01-01
P010,North,2024-02-17
P010,North,2024-03-23
P010,North,2024-03-26
P010,North,2024-03-28
P010,North,2024-04-04
P010,North,2024-04-20
P010,North,2024-04-25
P010,North,2024-05-03
P010,North,2024-05-12
P010,North,2024-05-12
P010,North,2024-06-14
P010,North,2024-06-15
P010,North,2024-06-16
P010,North,2024-06-27
P010,North,2024-07-04
P010,North,2024-07-16
P010,North,2024-07-23
P010,North,2024-08-03
P010,North,2024-08-08
P010,North,2024-08-14
P010,North,2024-08-30
P010,North,2024-09-06
P010,North,2024-09-29
P010,North,2024-10-06
P010,North,2024-10-09
P010,North,2024-11-12
P010,North,2025-01-05
P010,North,2025-01-28
P010,North,2025-02-07
P010,North,2025-02-13
P010,North,2025-02-17
P010,North,2025-02-27
P010,North,2025-03-18
P010,North,2025-04-19
P010,North,2025-04-26
P010,North,2025-05-09
P010,North,2025-05-16
P010,North,2025-05-24
P010,North,2025-05-28
P010,North,2025-06-18
P010,North,2025-07-05
P010,North,2025-07-19
P010,North,2025-08-02
P010,North,2025-08-19
P011,North,2019-01-29
P011,North,2019-03-09
P011,North,2019-03-12
P011,North,2019-05-12
P011,North,2019-05-16
P011,North,2019-05-24
P011,North,2019-07-06
P011,North,2019-07-08
P011,North,2019-07-23
P011,North,2019-08-23
P011,North,2019-09-17
P011,North,2019-10-02
P011,North,2019-10-02
P011,North,2019-10-08
P011,North,2019-10-17
P011,North,2019-10-24
P011,North,2019-10-25
P011,North,2019-11-07
P011,North,2019-11-13
P011,North,2019-11-15
P011,North,2019-12-22
P011,North,2019-12-26
P011,North,2020-01-22
P011,North,2020-02-13
P011,North,2020-03-20
P011,North,2020-03-29
P011,North,2020-03-31
P011,North,2020-03-31
P011,North,2020-04-08
P011,North,2020-04-25
P011,North,2020-06-13
P011,North,2020-06-13
P011,North,2020-08-08
P011,North,2020-08-11
P011,North,2020-08-11
P011,North,2020-08-29
P011,North,2020-09-03
P011,North,2020-09-17
P011,North,2020-10-11
P011,North,2020-10-20
P011,North,2020-11-01
P011,North,2020-11-06
P011,North,2021-01-01
P011,North,2021-01-15
P011,North,2021-01-23
P011,North,2021-01-27
P011,North,2021-01-28
P011,North,2021-02-09
P011,North,2021-02-19
P011,North,2021-03-05
P011,North,2021-03-23
P011,North,2021-04-19
P011,North,2021-04-24
P011,North,2021-04-28
P011,North,2021-05-26
P011,North,2021-05-30
P011,North,2021-06-30
P011,North,2021-07-06
P011,North,2021-07-22
P011,North,2021-07-26
P011,North,2021-08-14
P011,North,2021-08-22
P011,North,2021-09-23
P011,North,2021-10-28
P011,North,2021-11-10
P011,North,2021-11-28
P011,North,2022-01-03
P011,North,2022-02-16
P011,North,2022-02-17
P011,North,2022-04-09
P011,North,2022-04-21
P011,North,2022-04-24
P011,North,2022-05-13
P011,North,2022-05-29
P011,North,2022-06-27
P011,North,2022-07-07
P011,North,2022-08-19
P011,North,2022-08-20
P011,North,2022-08-31
P011,North,2022-09-06
P011,North,2022-09-13
P011,North,2022-10-12
P011,North,2022-11-08
P011,North,2022-11-14
P011,North,2022-11-21
P011,North,2022-11-28
P011,North,2022-12-16
P011,North,2022-12-23
P011,North,2023-01-02
P011,North,2023-01-03
P011,North,2023-02-01
P011,North,2023-05-24
P011,North,2023-06-07
P011,North,2023-06-30
P011,North,2023-07-09
P011,North,2023-08-10
P011,North,2023-08-10
P011,North,2023-08-16
P011,North,2023-08-30
