site_id,region,part_id,daily_rate,lead_time_days,muL,sigmaL,safety_stock,base_stock
S002,North,P099,0.026705012325390305,30,0.8011503697617092,0.8950700362327572,1.4723902096028856,2.2735405793645946
S002,North,P100,0.036154478225143796,38,1.3738701725554643,1.172122080909435,1.9281408230960206,3.302010995651485
S003,South,P001,0.08833196384552178,7,0.6183237469186524,0.7863356452041662,1.2935221363608533,1.9118458832795058
S003,South,P002,0.08627773212818406,56,4.8315529991783075,2.198079388734244,3.615840594467831,8.447393593646138
S003,South,P003,0.029580936729663106,27,0.7986852917009039,0.8936919445205399,1.470123248736288,2.268808540437192
S003,South,P004,0.026705012325390305,25,0.6676253081347576,0.8170834156527457,1.3441022187487666,2.011727526883524
S003,South,P005,0.05464256368118324,33,1.8032046014790468,1.34283453987416,2.208962818092993,4.01216741957204
S003,South,P006,0.02999178307313065,57,1.7095316351684469,1.3074905870286206,2.150822015662081,3.860353650830528
S003,South,P007,0.01602300739523418,11,0.176253081347576,0.4198250604091852,0.6906122243731097,0.8668653057206857
S003,South,P008,0.051766639276910435,31,1.6047658175842234,1.2667935181331738,2.083875337329071,3.6886411549132943
S003,South,P009,0.02218570254724733,11,0.24404272801972063,0.49400680968962424,0.8126412019394319,1.0566839299591526
S003,South,P010,0.04437140509449466,21,0.9317995069843878,0.9652976261155871,1.5879145949601408,2.519714101944529
S003,South,P011,0.037387017255546426,19,0.7103533278553821,0.842824612748929,1.3864464879719882,2.0967998158273704
S003,South,P012,0.05957271980279376,17,1.012736236647494,1.006347969962425,1.655442410588189,2.668178647235683
S003,South,P013,0.02875924404272802,32,0.9202958093672966,0.9593204935616129,1.5780822119088531,2.4983780212761495
S003,South,P014,0.0780608052588332,23,1.7953985209531635,1.3399248191421649,2.2041763274888613,3.999574848442025
S003,South,P015,0.027937551355792935,18,0.5028759244042729,0.7091374509954138,1.1665311068874558,1.6694070312917286
S003,South,P016,0.038619556285949055,21,0.8110106820049302,0.9005613149613579,1.4814233631114337,2.292434045116364
S003,South,P017,0.02341824157764996,34,0.7962202136400985,0.8923117244775497,1.4678527867655693,2.2640730004056677
S003,South,P018,0.020131470829909615,13,0.261709120788825,0.5115751369924315,0.8415411003525498,1.1032502211413748
S003,South,P019,0.02752670501232539,13,0.3578471651602301,0.5982032808002895,0.9840443969164763,1.3418915620767065
S003,South,P020,0.015201314708299097,7,0.10640920295809368,0.3262042350400952,0.5366059666409566,0.6430151695990503
S003,South,P021,0.01972062448644207,25,0.4930156121610517,0.7021507047358506,1.1550379092904743,1.648053521451526
S003,South,P022,0.06327033689400165,37,2.341002465078061,1.5300334849532087,2.5169050827480284,4.857907547826089
S003,South,P023,0.029580936729663106,11,0.32539030402629415,0.5704299291116256,0.9383572333886241,1.2637475374149183
S003,South,P024,0.024650780608052588,17,0.419063270336894,0.6473509638031707,1.0648923354562159,1.4839556057931098
S003,South,P025,0.012325390304026294,30,0.3697617091207888,0.6080803475863933,1.000292171779617,1.3700538809004057
S003,South,P026,0.025472473294987676,11,0.28019720624486444,0.5293365717998941,0.8707586606108259,1.1509558668556903
S003,South,P027,0.07847165160230074,41,3.21733771569433,1.7936938745767992,2.950626423678835,6.167964139373165
S003,South,P028,0.04889071487263763,8,0.39112571898110104,0.6254004468987059,1.0287837351483713,1.4199094541294723
S003,South,P029,0.024650780608052588,37,0.9120788824979458,0.9550282103152481,1.5710214059685832,2.483100288466529
S003,South,P030,0.021364009860312245,28,0.5981922760887428,0.7734289082318703,1.2722905540414267,1.8704828301301695
S003,South,P031,0.02629416598192276,46,1.2095316351684469,1.0997870862891812,1.8091497569457031,3.01868139211415
S003,South,P032,0.062448644207066556,12,0.7493837304847987,0.8656695272936427,1.4240263723980422,2.173410102882841
S003,South,P033,0.029170090386195564,21,0.6125718981101068,0.7826697247946331,1.2874916972871715,1.9000635953972784
S003,South,P034,0.052999178307313065,33,1.7489728841413312,1.3224873852484684,2.1754917487337306,3.924464632875062
S003,South,P035,0.05792933442892358,51,2.954396055875103,1.718835668665013,2.8274846749539466,5.78188073082905
S003,South,P036,0.01437962202136401,11,0.1581758422350041,0.3977132663553029,0.6542383231544733,0.8124141653894774
S003,South,P037,0.021774856203779787,29,0.6314708299096138,0.7946513889181933,1.307201534770428,1.9386723646800417
S003,South,P038,0.018077239112571898,17,0.3073130649137223,0.554358246004984,0.9119193146781986,1.2192323795919209
S003,South,P039,0.04437140509449466,18,0.7986852917009039,0.8936919445205399,1.470123248736288,2.268808540437192
S003,South,P040,0.0714872637633525,27,1.9301561216105176,1.3893005872058493,2.285399465953622,4.21555558756414
S003,South,P041,0.06737880032867707,17,1.1454396055875102,1.0702521224400867,1.7605647414139427,2.9060043470014527
S003,South,P042,0.09285127362366474,10,0.9285127362366474,0.9635936572210547,1.585111566128635,2.5136243023652822
S003,South,P043,0.0209531635168447,27,0.5657354149548068,0.7521538505883001,1.2372930842177536,1.8030284991725605
S003,South,P044,0.039852095316351685,27,1.0760065735414954,1.0373073669561474,1.7063706186428627,2.782377192184358
S003,South,P045,0.021774856203779787,24,0.5225965488907149,0.7229083959193688,1.1891843112873617,1.7117808601780766
S003,South,P046,0.08011503697617091,37,2.9642563681183236,1.7217015909031168,2.832199117035627,5.796455485153951
S003,South,P047,0.07436318816762531,33,2.4539852095316355,1.5665200954764786,2.576925557058807,5.030910766590443
S003,South,P048,0.013557929334428924,7,0.09490550534100246,0.30806737143196855,0.5067708260055883,0.6016763313465908
S003,South,P049,0.04971240755957272,20,0.9942481511914545,0.9971199281889087,1.6402622818707548,2.6345104330622093
S003,South,P050,0.08299096138044372,56,4.647493837304848,2.155804684405535,3.5462987058471054,8.193792543151954
S003,South,P051,0.011092851273623664,38,0.42152834839769926,0.649252145470232,1.0680197792985318,1.489548127696231
S003,South,P052,0.015612161051766639,15,0.2341824157764996,0.4839239772696736,0.7960549426086131,1.0302373583851128
S003,South,P053,0.018077239112571898,28,0.5061626951520132,0.7114511192991498,1.1703370912471014,1.6764997863991145
S003,South,P054,0.041084634346754315,10,0.4108463434675431,0.6409729662532915,1.0544005294866645,1.4652468729542076
S003,South,P055,0.016433853738701727,8,0.1314708299096138,0.3625890647959668,0.5964590115893654,0.7279298414989792
S003,South,P056,0.06532456861133935,27,1.7637633525061625,1.3280675255822507,2.1846710795828024,3.948434432088965
S003,South,P057,0.013557929334428924,30,0.4067378800328677,0.6377600489469905,1.0491152805177992,1.4558531605506668
S003,South,P058,0.03368940016433854,24,0.8085456039441249,0.8991916391649363,1.4791702464263201,2.287715850370445
